"","gross","duration","budget","imdb_score","dominantGenre","director_facebook_likes","cast_total_facebook_likes","facenumber_in_poster","movie_facebook_likes","actor_fb_likes"
"750",50815288,128,5e+07,7,"Drama",79,14747,0,0,13000
"751",52822418,144,5e+07,7.4,"Action",0,3580,0,44000,769
"752",50150619,95,5e+07,7.3,"Romance",34,19513,1,18000,17000
"753",48745150,105,5e+07,5.8,"Thriller",12,101383,1,773,87000
"754",46982632,132,5e+07,6.6,"Horror",50,1933,0,0,992
"755",44737059,118,5e+07,6.5,"Sport",41,24024,1,0,18000
"756",56724080,113,5e+07,6.7,"Comedy",22,8398,7,39000,3000
"757",47553512,89,5e+07,5.8,"Action",77,1367,0,15000,490
"758",47105085,141,5e+07,7.4,"Drama",71,30183,1,47000,21000
"759",50740078,98,4.5e+07,6.2,"Sci-Fi",38,16791,1,0,14000
"760",40203020,108,4e+07,5.9,"Romance",17,15634,1,0,14000
"761",40905277,114,5e+07,6.5,"Crime",73,19739,3,1000,18000
"762",39177541,93,5e+07,3.5,"Mystery",0,14899,1,0,12000
"763",39778599,119,5e+07,6.6,"Adventure",0,29461,0,0,29000
"764",37486138,119,5e+07,6,"Romance",0,2052,1,718,627
"765",38105077,99,4e+07,6.4,"Crime",160,701,0,0,330
"766",33643461,87,5e+07,4.2,"Family",9,20061,0,0,15000
"767",32741596,129,5e+07,6.5,"Thriller",16000,14344,0,16000,13000
"768",31874869,115,5e+07,6.1,"Mystery",58,34606,0,0,33000
"769",27667947,131,5e+07,6.2,"Drama",73,1344,0,3000,879
"770",26616999,125,4e+07,5.9,"Thriller",487,1300,3,43000,430
"771",26536120,98,5e+07,6.5,"Thriller",323,3357,0,0,933
"772",26199517,110,5e+07,6.4,"Crime",16000,18635,1,705,16000
"773",25450527,118,5e+07,6.5,"Thriller",670,7654,0,0,6000
"774",24006726,119,5e+07,7.3,"Adventure",0,15757,8,0,13000
"775",20389967,139,5e+07,6.7,"Drama",378,12786,1,10000,11000
"776",19593740,130,5e+07,7.5,"Crime",317,32637,0,0,18000
"777",19118247,100,4e+07,5.4,"Action",65,6171,5,779,1000
"778",26442251,114,5e+07,6.6,"Thriller",174,16992,2,15000,14000
"779",17114882,96,2.5e+07,7.7,"Crime",0,17211,1,0,10000
"780",18472363,110,5e+07,5.8,"Thriller",134,25049,3,0,23000
"781",21557240,102,49900000,5.6,"Comedy",234,45202,3,18000,20000
"782",21283440,84,5.5e+07,6,"Drama",260,8018,0,0,6000
"783",9528092,108,2.2e+07,6.8,"Biography",218,10191,2,9000,6000
"784",10137232,127,5e+07,6,"Thriller",12000,5702,0,0,984
"785",20488579,95,5e+07,5.8,"Thriller",83,29926,1,0,18000
"786",19445217,124,6e+07,6.2,"Romance",98,3580,7,14000,1000
"787",8355815,109,5.5e+07,6.4,"Crime",0,52885,2,0,49000
"788",28837115,102,5e+07,4.8,"Comedy",0,24107,4,28000,14000
"789",6471394,88,5e+07,4.9,"Comedy",5,11972,5,288,11000
"790",6291602,87,5e+07,5.6,"Sci-Fi",0,3954,0,255,2000
"791",10706786,104,5e+07,5.5,"Thriller",71,16481,1,15000,12000
"792",8742261,96,1.8e+07,3.7,"Action",43,1385,2,0,841
"793",43905746,85,4.9e+07,5.9,"Thriller",70,32831,1,0,26000
"794",124107476,190,4.8e+07,7.6,"Crime",0,1418,0,0,599
"795",31569268,120,4.9e+07,6.9,"Drama",662,23051,0,67000,20000
"796",95308367,112,4.8e+07,6.8,"Crime",21000,18141,0,0,17000
"797",1206135,137,5e+07,6.4,"Crime",79,27666,3,18000,27000
"798",56607223,112,4.8e+07,6.4,"Comedy",109,1823,8,0,779
"799",50173190,120,4.8e+07,7.4,"Sci-Fi",34,33615,1,0,18000
"800",47095453,123,4.8e+07,6.4,"Romance",446,22209,1,0,20000
"801",37879996,93,4.8e+07,6,"Comedy",11000,5390,2,0,3000
"802",53574088,122,5.5e+07,7.8,"Crime",446,33548,1,0,23000
"803",89253340,115,4.8e+07,6,"Action",118,16967,0,38000,14000
"804",29781453,132,4.8e+07,6.4,"Comedy",545,4796,1,0,919
"805",15519841,75,4.7e+07,4.5,"Animation",0,6863,3,261,4000
"806",93607673,102,4.8e+07,5.7,"Comedy",148,9176,4,881,8000
"807",67263182,118,4.6e+07,7.2,"Drama",22000,15658,0,0,14000
"808",10539414,81,4.7e+07,4.7,"Thriller",39,14619,1,0,13000
"809",14946229,127,2.5e+07,7.3,"Western",65,2104,1,0,788
"810",139852971,98,4.5e+07,6.3,"Crime",118,16410,0,63000,14000
"811",110000082,84,4.8e+07,5.5,"Comedy",119,3629,7,0,807
"812",106807667,109,4.5e+07,6.2,"Crime",80,1574,1,0,545
"813",101702060,93,4.5e+07,5.8,"Fantasy",40,17925,0,0,14000
"814",95149435,113,4e+07,5.7,"Family",0,15362,2,1000,11000
"815",93452056,97,4.5e+07,7.4,"Drama",0,14868,1,22000,11000
"816",82931301,101,6e+07,5.5,"Comedy",126,6292,0,0,3000
"817",60962878,153,4.6e+07,8.1,"Crime",777,37321,2,86000,20000
"818",76261036,122,4.5e+07,7.7,"Drama",845,22370,2,0,18000
"819",71277420,83,4.5e+07,5.2,"Mystery",322,1645,7,0,1000
"820",88625922,103,4.5e+07,7.1,"Musical",33,1336,3,26000,970
"821",67253092,136,3e+07,7.2,"Sport",49,20299,0,0,17000
"822",66790248,91,4.5e+07,6.5,"Thriller",50,758,0,0,521
"823",60786269,107,4.5e+07,5.6,"Music",18,3106,5,0,811
"824",59365105,129,4.5e+07,7.7,"Drama",628,28886,9,52000,14000
"825",31598308,122,3.5e+07,6.8,"Thriller",117,41636,1,0,40000
"826",52580895,95,4.5e+07,5.6,"Family",58,27351,1,743,14000
"827",51019112,109,5e+07,6.8,"Comedy",37,14073,0,10000,11000
"828",48114556,93,2.6e+07,4.3,"Fantasy",38,4604,1,531,1000
"829",50648679,94,4.5e+07,6.3,"Horror",85,16225,1,0,14000
"830",46280507,117,4e+07,6.5,"Romance",153,49743,0,12000,35000
"831",38360195,112,4.5e+07,6.4,"Romance",61,3757,1,0,1000
"832",47307550,141,4.5e+07,6.5,"Thriller",0,1948,4,28000,749
"833",32003620,94,2.5e+07,6.5,"Crime",160,1102,1,2000,550
"834",27972410,87,3.5e+07,6.1,"Comedy",29,1461,1,2000,427
"835",28133159,88,5e+07,5.9,"Fantasy",8,33822,1,593,12000
"836",24343673,133,4.5e+07,7.4,"Musical",278,5405,0,14000,5000
"837",22877808,119,3.5e+07,7.3,"Fantasy",0,53895,0,0,29000
"838",36883539,102,5.2e+07,6.6,"Crime",503,15053,2,0,13000
"839",22531698,101,7e+07,5.6,"Drama",326,15990,0,0,14000
"840",25200412,86,4.5e+07,5.4,"Adventure",13,3423,3,916,1000
"841",19719930,124,4.5e+07,6.8,"Mystery",0,793,0,0,723
"842",19377727,134,4.5e+07,6.4,"Comedy",38,24351,3,0,11000
"843",15527125,220,5.7e+07,5.8,"Adventure",0,15006,2,652,13000
"844",15523168,128,4.5e+07,7.2,"Drama",2000,2507,2,15000,854
"845",7916887,160,4.5e+07,6,"Drama",0,26982,0,0,23000
"846",6565495,114,4.5e+07,7,"Drama",611,949,2,0,879
"847",15279680,99,4e+07,5.4,"Crime",15,12166,1,0,12000
"848",7262288,74,4e+07,6.5,"Crime",188,13917,2,892,11000
"849",4584886,139,4.5e+07,6.4,"Crime",179,538,0,0,267
"850",8129455,101,4.5e+07,6.3,"Crime",32,661,1,17000,219
"851",136019448,130,44500000,7.7,"Thriller",0,3133,1,89000,1000
"852",67061228,110,4e+07,5.5,"Adventure",72,21554,1,0,18000
"853",62318875,102,5e+07,6.8,"Action",235,2998,1,0,956
"854",5773519,110,4e+07,6,"Drama",118,12876,2,11000,11000
"855",51768623,136,4.3e+07,7.3,"Crime",835,1801,1,0,670
"856",37035515,103,4.3e+07,6,"Drama",84,23864,1,0,12000
"857",24520892,103,4.5e+07,7,"Thriller",255,22383,1,0,11000
"858",24430272,90,4.3e+07,5.1,"Drama",16,132,3,0,44
"859",31136950,99,4.4e+07,6.5,"Romance",23,1066,1,0,405
"860",29113588,93,4e+07,6.6,"Thriller",165,27834,0,16000,26000
"861",138447667,109,4.2e+07,7.2,"Comedy",97,19968,2,39000,17000
"862",106793915,84,4.5e+07,7,"Family",91,1817,0,0,579
"863",87856565,90,4.2e+07,5.9,"Romance",29,24534,1,0,22000
"864",159578352,123,4.3e+07,6.6,"Thriller",176,4825,7,24000,975
"865",45290318,105,4.2e+07,6.5,"Sport",153,6727,2,17000,4000
"866",41543207,115,4.2e+07,6.3,"Mystery",73,15571,1,893,11000
"867",35228696,119,3.2e+07,6.5,"Mystery",89,1651,0,0,650
"868",59992760,81,4.2e+07,5.8,"Comedy",119,2134,1,0,468
"869",37652565,100,4.2e+07,5.4,"Mystery",308,15369,2,20000,10000
"870",24375436,120,4.2e+07,6.1,"Crime",17,33585,1,748,22000
"871",24127895,122,5e+07,7.6,"Crime",487,12076,2,10000,12000
"872",84961,80,3.1e+07,7.9,"Adventure",611,6229,4,0,5000
"873",26404753,91,4e+07,5.3,"Romance",30,3301,1,19000,922
"874",6105175,112,4.4e+07,6.6,"Comedy",133,12239,4,50000,11000
"875",5664251,100,4.5e+07,6.3,"Action",19,2056,1,0,624
"876",1260917,105,2.7e+07,7.2,"Action",0,1342,4,0,1000
"877",116724075,110,4.1e+07,7,"Drama",161,1954,0,0,1000
"878",56083966,144,6.5e+07,6.9,"Adventure",241,18761,1,0,13000
"879",22108977,108,4.1e+07,5.2,"Action",4,1134,1,505,687
"880",18600911,102,4.2e+07,6.6,"Mystery",20,362,6,11000,107
"881",7204138,100,4.1e+07,6.2,"Comedy",64,2085,0,11000,734
"882",150117807,138,4e+07,7.3,"Drama",737,83012,5,63000,34000
"883",163947053,108,4e+07,6.7,"Drama",98,18656,1,10000,16000
"884",126546825,89,4e+07,6.4,"Sci-Fi",0,32325,0,83000,19000
"885",166147885,129,4e+07,4.1,"Drama",456,4585,0,101000,1000
"886",111760631,84,3.8e+07,4.1,"Family",0,22935,3,681,13000
"887",138614544,94,4e+07,5.8,"Comedy",189,7014,15,0,3000
"888",125069696,121,4e+07,7.6,"War",532,1261,0,58000,480
"889",102310175,134,4e+07,7.8,"Mystery",0,2676,0,40000,1000
"890",96917897,120,4e+07,7.7,"Biography",21000,10555,0,74000,10000
"891",93952276,129,4e+07,6.4,"Comedy",42,318,7,12000,97
"892",90703745,89,4.5e+07,5.1,"Comedy",119,5855,8,1000,2000
"893",89138076,116,4e+07,5.5,"Horror",0,600,4,0,287
"894",90353764,107,4e+07,6,"Crime",164,12556,2,14000,8000
"895",94125426,123,4e+07,7,"Biography",0,13321,2,13000,11000
"896",95001343,128,4e+07,7.5,"Biography",241,16911,0,28000,11000
"897",86208010,109,3.5e+07,5.7,"Comedy",101,16179,1,55000,13000
"898",81593527,120,4e+07,7.3,"Adventure",155,24300,1,11000,23000
"899",75274748,121,3.5e+07,7.2,"Drama",278,36010,2,54000,22000
"900",90835030,102,4e+07,5.9,"Comedy",167,5178,0,0,2000
"901",75305995,178,4e+07,7.7,"Music",138,5074,0,0,904
"902",74098862,147,4e+07,8.1,"Crime",436,3924,1,13000,3000
"903",72266306,90,4e+07,6.6,"Crime",38,6775,4,0,2000
"904",71347010,105,4e+07,7.1,"Comedy",29,28928,2,0,24000
"905",70836296,114,4e+07,5.9,"Romance",101,2842,2,0,700
"906",70163652,99,4e+07,4.6,"Comedy",14,19334,0,663,17000
"907",66808615,123,3.4e+07,6.1,"Drama",563,43917,0,2000,24000
"908",64149837,102,2e+07,6.4,"Romance",23,7009,1,0,2000
"909",83906114,109,4e+07,6,"Comedy",415,2357,2,16000,982
"910",66466372,82,4e+07,5.2,"Horror",160,303717,0,0,164000
"911",72306065,142,4e+07,7.6,"Drama",14000,16944,0,55000,15000
"912",59068786,106,4e+07,6.4,"War",212,2544,2,0,578
"913",57887882,106,5e+07,6.1,"Drama",23,2325,2,0,1000
"914",54228104,131,3.5e+07,7.7,"Thriller",58,17152,1,0,15000
"915",57981889,118,4e+07,7.3,"Thriller",65,13943,1,25000,11000
"916",61094903,113,3e+07,6.9,"Mystery",174,17152,3,29000,14000
"917",53082743,130,4e+07,8.5,"Thriller",22000,63986,1,49000,23000
"918",54414716,116,4.2e+07,6.3,"Crime",51,30571,7,12000,18000
"919",57011847,89,4e+07,5.9,"Sci-Fi",7,3361,2,0,3000
"920",50859889,139,4e+07,7.8,"Action",0,848,0,14000,708
"921",52000688,107,4e+07,6.4,"Sci-Fi",190,4243,0,17000,2000
"922",47781388,96,4e+07,6.6,"Crime",192,41293,1,0,40000
"923",52320979,99,4e+07,6.8,"Drama",18,18693,0,0,18000
"924",47806295,104,4.3e+07,6.5,"Horror",34,1274,0,0,545
"925",51853450,105,2.5e+07,6.6,"Family",54,9069,0,11000,3000
"926",46012734,101,4e+07,5.8,"Drama",10,4298,2,3000,1000
"927",47034272,134,4e+07,6.9,"Musical",16000,2281,1,16000,880
"928",59588068,98,4e+07,5.8,"Comedy",326,22318,1,0,21000
"929",41797066,102,4e+07,4.7,"Sci-Fi",25,4324,0,0,1000
"930",37752931,103,4e+07,5.5,"Romance",643,26938,2,0,24000
"931",37371385,109,4e+07,7,"Drama",99,390,0,42000,176
"932",37101011,95,4e+07,5.8,"Drama",98,1070,1,0,405
"933",38176892,111,4e+07,6.2,"Adventure",0,4486,0,26000,2000
"934",38543473,94,4e+07,5.1,"Comedy",52,1488,2,0,683
"935",36037909,94,6e+07,4.7,"Drama",0,1238,3,390,374
"936",42575718,92,4e+07,5.9,"Horror",77,3074,0,20000,703
"937",33508922,123,4e+07,7.2,"Drama",75,23920,2,16000,18000
"938",42071069,104,3e+07,6.2,"Sport",101,1827,1,0,787
"939",32853640,102,4e+07,5.7,"Comedy",65,3239,1,702,1000
"940",42615685,136,4e+07,6.1,"Comedy",3000,28927,3,24000,14000
"941",31836745,129,4e+07,6.9,"Drama",335,15595,1,39000,15000
"942",30993544,107,4e+07,6.5,"Romance",50,621,0,0,293
"943",30981850,117,4e+07,5,"Thriller",260,3969,0,0,1000
"944",30199105,116,4e+07,5.7,"Thriller",18,3753,0,470,2000
"945",29077547,135,4e+07,7,"Drama",0,5917,1,3000,3000
"946",29374178,107,4e+07,5.1,"Horror",55,4565,0,394,3000
"947",27053815,104,4e+07,4.7,"Adventure",0,2888,0,299,964
"948",26814957,115,3.5e+07,6.7,"Biography",56,77823,3,0,20000
"949",25178165,119,4e+07,6.7,"Drama",7,29484,1,8000,18000
"950",25117498,99,4e+07,5.7,"Horror",81,960,0,0,327
"951",36665854,112,4e+07,6.4,"Action",118,3432,0,15000,877
"952",22433915,108,6e+07,6.2,"Mystery",105,34377,1,416,22000
"953",21176322,84,4e+07,4,"Comedy",33,5039,0,0,1000
"954",15962471,123,4e+07,6.4,"Biography",0,7243,1,0,4000
"955",14967182,102,4e+07,5.1,"Crime",19,14463,1,604,13000
"956",18996755,114,4.5e+07,7.6,"Comedy",171,7099,0,54000,6000
"957",20999103,87,4e+07,7.8,"Crime",0,24770,0,15000,13000
"958",14448589,103,4e+07,5.8,"Comedy",65,12566,2,835,11000
"959",33201661,122,7.7e+07,8.4,"Romance",0,809,0,39000,326
"960",14018364,91,3e+07,4.8,"Comedy",29,3974,1,849,976
"961",13395939,103,6e+07,6.2,"Romance",14,3639,4,0,865
"962",20113965,107,4e+07,6.5,"Drama",42,1702,3,0,875
"963",13208023,101,4.2e+07,3.3,"Horror",37,4262,1,612,2000
"964",13838130,109,4e+07,5.9,"Thriller",80,20503,3,0,14000
"965",9652000,89,4e+07,5.8,"Comedy",0,3096,0,0,1000
"966",10326062,108,3.3e+07,6.8,"Sci-Fi",22,14127,0,10000,12000
"967",6114237,102,4e+07,6.2,"Action",39,2664,4,892,1000
"968",4835968,93,4e+07,4.5,"Action",18,4123,0,158,3000
"969",4777007,84,4e+07,5.8,"Sci-Fi",8,1149,3,565,545
"970",3675072,107,2.6e+07,7.3,"Adventure",0,11623,0,15000,11000
"971",18438149,91,4e+07,5.9,"Comedy",48,222,8,0,61
"972",511920,94,4e+07,4.4,"Adventure",0,2449,1,211,795
"973",10640645,115,4e+07,5.8,"Mystery",180,1686,0,0,1000
"974",652526,93,4e+07,5.1,"Drama",13,15638,3,823,15000
"975",80050171,105,2e+07,6.9,"Drama",154,2288,0,0,884
"976",876671,101,2.5e+07,6.9,"Comedy",47,504,2,0,499
"977",128978,113,4e+07,7.1,"Action",31,6267,2,0,5000
"978",77231,112,2.5e+07,6,"War",44,2115,0,265,1000
"979",4563029,126,39200000,7,"Sci-Fi",584,12286,5,58000,11000
"980",6498000,159,18026148,8.4,"Action",50,554,1,21000,218
"981",63411478,107,3.9e+07,7.1,"Sci-Fi",124,568,1,13000,152
"982",35287788,87,3.9e+07,7,"Comedy",13000,4774,0,25000,940
"983",25335935,119,4e+07,8,"Action",0,2853,0,14000,2000
"984",5881504,110,3.9e+07,5.3,"Biography",534,2972,2,177,865
"985",29802761,113,4e+07,6.4,"Sport",88,36009,1,12000,22000
"986",626809,150,553632000,7.4,"Action",610,2172,4,0,755
"987",127214072,108,3.8e+07,6.1,"Drama",72,4251,1,0,982
"988",88915214,96,3.8e+07,6.5,"Romance",126,22436,2,9000,18000
"989",85570368,100,3.8e+07,5.1,"Comedy",0,18291,1,478,12000
"990",6594136,122,38600000,6.5,"Biography",0,943,1,13000,643
"991",58700247,120,3.8e+07,6.9,"Drama",508,36062,1,33000,21000
"992",39177215,115,3.8e+07,5.6,"Thriller",150,3770,1,0,970
"993",40334024,123,3.5e+07,6.2,"Comedy",7,2912,3,989,931
"994",71038190,94,3e+07,4.4,"Adventure",99,3552,1,8000,598
"995",24044532,102,3.8e+07,5.6,"Drama",43,1440,0,689,308
"996",22770864,98,3.8e+07,5.5,"Drama",11,2765,1,168,854
"997",16991902,105,5.7e+07,6.2,"Music",65,1265,0,0,628
"998",47536959,109,1e+07,7.3,"Drama",304,3277,0,12000,940
"999",41997790,127,3.8e+07,6.4,"Action",123,17551,0,39000,14000
"1000",623374,110,3.8e+07,5.2,"Drama",49,2120,2,474,1000
"1001",7871693,90,5.5e+07,6.5,"Family",27,15494,0,0,13000
"1002",16377274,144,3.2e+07,7.1,"Drama",0,427,31,27000,378
"1003",9589875,130,4e+07,7.3,"Sport",39,5162,0,0,2000
"1004",34912982,112,3.8e+07,5.2,"Action",5,19974,0,14000,17000
"1005",109712885,133,3.5e+07,7.7,"Sport",0,15106,1,70000,13000
"1006",92173235,150,3.7e+07,7.6,"Thriller",0,14296,7,29000,10000
"1007",41102171,110,4e+07,5.7,"Romance",52,13396,12,14000,10000
"1008",60338891,96,3.7e+07,7,"Drama",1000,36093,0,0,24000
"1009",48006503,96,3.7e+07,6,"Fantasy",3,18178,3,0,18000
"1010",26903709,123,3.8e+07,8.1,"Drama",2000,37206,0,83000,26000
"1011",44867349,107,3.7e+07,5.6,"Comedy",0,14483,2,0,13000
"1012",46813366,110,3.8e+07,6.1,"Romance",11,4882,4,15000,2000
"1013",72279690,113,3.7e+07,6.9,"Drama",188,14209,5,0,11000
"1014",191449475,122,3.7e+07,5.2,"Mystery",308,44060,1,19000,17000
"1015",71026631,116,3.6e+07,7,"Crime",415,20970,1,0,18000
"1016",150368971,118,3.7e+07,7,"Crime",43,3425,4,35000,740
"1017",50213619,101,3.6e+07,6.4,"Sci-Fi",38,1272,8,12000,496
"1018",42019483,107,3.6e+07,6.4,"Family",188,13904,0,0,11000
"1019",23360779,124,3.4e+07,5.7,"Crime",287,10838,0,852,9000
"1020",26183197,109,3.6e+07,6.1,"Action",473,16611,0,0,14000
"1021",20991497,105,3.7e+07,5.4,"Drama",488,44037,1,11000,15000
"1022",33037754,114,3.7e+07,6,"Mystery",101,19904,1,23000,12000
"1023",2954405,95,3.6e+07,5.3,"Comedy",31,2928,0,133,944
"1024",30105968,81,3.7e+07,4.5,"Adventure",16,2268,0,279,541
"1025",37788228,95,35200000,5.4,"Comedy",0,4537,1,638,1000
"1026",277313371,108,3.5e+07,7.8,"Comedy",480,17623,3,24000,14000
"1027",2126511,105,3.6e+07,7.2,"Drama",25,615,0,12000,461
"1028",1068392,102,3.6e+07,5.9,"Drama",596,3497,0,2000,877
"1029",255950375,129,2.9e+07,7.7,"Drama",102,3389,0,38000,768
"1030",112692062,88,3.5e+07,5.4,"Sci-Fi",0,4499,0,0,2000
"1031",117528646,106,3.5e+07,6.9,"Crime",91,18669,5,31000,18000
"1032",171031347,110,3.8e+07,7.7,"Drama",1000,25964,0,36000,13000
"1033",124732962,109,3.5e+07,6.8,"Comedy",64,23923,0,0,11000
"1034",134455175,120,3.5e+07,5.7,"Comedy",91,5826,2,17000,4000
"1035",81159365,123,3.5e+07,6.8,"Thriller",126,25661,2,0,18000
"1036",110008260,129,3.5e+07,6.3,"Romance",0,1450,1,25000,492
"1037",67962333,105,3.5e+07,5.9,"Comedy",8,2689,2,919,1000
"1038",63939454,100,3.5e+07,6.2,"Sci-Fi",31,2968,3,0,947
"1039",61280963,109,3.3e+07,6.3,"Horror",763,2474,1,0,812
"1040",59699513,123,3.5e+07,7.2,"Htory",130,2259,0,0,826
"1041",54132596,87,3.4e+07,6.3,"Family",14,16571,0,0,11000
"1042",52277485,109,3.5e+07,6.9,"Drama",19,4231,1,0,1000
"1043",55802754,109,3.5e+07,6.6,"Romance",87,20956,2,41000,15000
"1044",55291815,92,3.5e+07,6,"Comedy",89,17860,0,0,17000
"1045",83299761,125,3.5e+07,7.5,"Comedy",102,19809,2,39000,15000
"1046",67523385,134,3.5e+07,6.2,"Comedy",0,1050,2,18000,529
"1047",49474048,88,3.5e+07,5.4,"Comedy",12,53370,2,0,49000
"1048",45802315,92,3.5e+07,6.6,"Mystery",148,2184,1,0,978
"1049",43792641,91,3.5e+07,5.3,"Comedy",42,52566,3,913,49000
"1050",57651794,75,3.3e+07,5.6,"Comedy",221,13125,2,0,11000
"1051",43894863,98,3e+07,5.9,"Romance",30,4879,2,0,944
"1052",39532308,100,3.3e+07,6.7,"Thriller",545,17902,0,0,14000
"1053",39692139,104,3.5e+07,6.2,"Thriller",1000,41701,1,0,24000
"1054",40687294,103,3.5e+07,5.4,"Mystery",212,16249,1,0,15000
"1055",37553932,109,4e+07,6.7,"Action",487,34011,2,52000,20000
"1056",37481242,104,3.5e+07,5.3,"Romance",16,3356,0,0,1000
"1057",39026186,112,3.5e+07,5.9,"Drama",42,2371,4,13000,969
"1058",33422806,95,5e+07,4.8,"Comedy",19,2643,1,0,1000
"1059",32519322,150,3.5e+07,8.5,"Drama",2000,1075,0,21000,396
"1060",37617947,101,3e+07,6.8,"Fantasy",308,966,0,0,446
"1061",32048809,108,3e+07,5.3,"Horror",174,2178,0,0,730
"1062",33987757,98,2.7e+07,7.3,"Romance",0,28027,2,12000,20000
"1063",37304950,137,3.5e+07,6.6,"Biography",16000,36258,0,16000,29000
"1064",30691439,112,3.5e+07,6.2,"Mystery",192,3185,0,5000,1000
"1065",30307804,101,3.5e+07,5.2,"Horror",48,3001,2,0,775
"1066",28687835,101,3.5e+07,6.2,"Action",40,3612,1,0,2000
"1067",25266129,102,3.5e+07,6.2,"Comedy",0,3592,5,0,939
"1068",25863915,101,3.5e+07,5.1,"Comedy",357,2471,0,11000,907
"1069",28995450,109,3.5e+07,6.1,"Drama",24,855,5,0,287
"1070",20981633,108,3e+07,5.9,"Drama",251,2351,0,0,826
"1071",22913677,96,3.5e+07,6.3,"Comedy",13,17292,1,0,11000
"1072",34531832,123,3.5e+07,7.1,"Biography",15,13371,0,23000,10000
"1073",28064226,106,3.5e+07,5,"Horror",309,561,1,13000,327
"1074",19447478,76,3.5e+07,5.6,"Adventure",2,1908,0,538,1000
"1075",19389454,107,5.5e+07,7.4,"Drama",161,22974,5,0,21000
"1076",25871834,82,3.5e+07,4.5,"Action",82,3266,6,0,1000
"1077",19692608,109,3.5e+07,6.2,"Comedy",90,2073,3,0,1000
"1078",19294901,99,3.5e+07,5,"Comedy",0,2535,0,0,1000
"1079",20275446,91,3.5e+07,6.5,"Action",192,24669,0,20000,23000
"1080",34507079,87,3.5e+07,5.1,"Action",98,1679,2,0,472
"1081",18306166,125,3.5e+07,6.5,"Drama",159,3142,2,0,3000
"1082",17609982,118,3.5e+07,6.2,"Crime",138,28479,0,17000,26000
"1083",16831505,98,3.1e+07,6.3,"Comedy",12,9330,1,0,4000
"1084",17596256,92,3.5e+07,3.8,"Comedy",16,6327,1,0,3000
"1085",14998070,92,3.5e+07,6.2,"Biography",0,32875,3,0,11000
"1086",18317151,120,3.5e+07,6.7,"Comedy",52,1082,1,0,553
"1087",11405825,111,3.5e+07,6.8,"Drama",529,19805,3,0,18000
"1088",13264986,94,3.5e+07,6,"Western",10,1668,2,433,694
"1089",10991381,100,3.5e+07,7.3,"Romance",212,5890,1,0,2000
"1090",10268846,101,3.5e+07,5.5,"Crime",57,1947,1,0,1000
"1091",13303319,139,3.2e+07,6.7,"Drama",0,13021,0,39000,11000
"1092",10499968,109,3.5e+07,5.7,"Thriller",453,1458,3,10000,1000
"1093",7659747,102,3.8e+07,5.1,"Mystery",241,14165,1,704,13000
"1094",7948159,103,3.5e+07,6,"Crime",189,6563,1,0,3000
"1095",11631245,83,3.5e+07,4.2,"Sci-Fi",12,5022,5,494,2000
"1096",10137502,123,3.5e+07,7.4,"Thriller",0,23031,0,24000,23000
"1097",7458269,117,3.5e+07,6.9,"Romance",0,3611,1,9000,883
"1098",6592103,114,3.5e+07,6.3,"Thriller",0,1005,1,675,548
"1099",102413606,113,3.4e+07,6.8,"Sci-Fi",47,1783,0,38000,988
"1100",10214013,91,3.5e+07,5.4,"Comedy",31,1564,2,0,1000
"1101",10139254,96,3.5e+07,7.3,"Drama",0,24640,0,23000,20000
"1102",183125,96,3.5e+07,5.5,"Thriller",165,14978,1,0,12000
"1103",15081783,101,3.4e+07,7.7,"Animation",6000,13,0,0,6
"1104",37432299,128,3.4e+07,7.1,"Drama",88,3386,0,23000,989
"1105",6543194,114,3.4e+07,5.6,"Adventure",46,1778,1,314,818
"1106",13101142,105,3.5e+07,5.7,"Romance",125,23122,5,0,18000
"1107",8324748,141,3.5e+07,7.1,"Drama",56,301,1,13000,113
"1108",51758599,101,3.3e+07,5.5,"Drama",43,5942,0,742,2000
"1109",117559438,99,3e+07,5.1,"Comedy",67,1790,1,1000,826
"1110",4091,85,3.4e+07,6.3,"Fantasy",0,369,0,0,324
"1111",21426805,89,3e+07,4.9,"Horror",21,843,0,0,614
"1112",35057332,99,3.3e+07,6.5,"Drama",35,4863,0,19000,3000
"1113",34014398,105,3.3e+07,5.6,"Thriller",160,2604,0,4000,852
"1114",28927720,97,3.3e+07,5.3,"Horror",10,18688,0,463,18000
"1115",33682273,140,3.3e+07,6.5,"Drama",36,2114,1,4000,669
"1116",4280577,118,1e+07,6.8,"Drama",41,2859,0,0,722
"1117",17120019,94,3e+07,6.5,"Crime",132,27759,2,12000,26000
"1118",10955425,113,3e+07,6,"Thriller",197,391,1,0,165
"1119",34180954,124,3.2e+07,7.6,"Romance",335,14504,0,15000,14000
"1120",173381405,97,3.3e+07,6.9,"Fantasy",4000,43354,1,21000,22000
"1121",81150692,99,3.5e+07,5.1,"Comedy",32,2916,1,0,773
"1122",80197993,92,3.2e+07,5.7,"Family",100,1729,1,0,678
"1123",169076745,131,32500000,6.8,"Comedy",176,3229,6,27000,722
"1124",101470202,107,3.2e+07,6.7,"Comedy",133,38751,6,97000,17000
"1125",48814909,129,3.2e+07,7.2,"Biography",88,36069,0,0,22000
"1126",57744720,107,2e+07,6.2,"Crime",34,31529,5,0,23000
"1127",21784432,89,3.5e+07,5.6,"Drama",16,74181,8,0,49000
